article_id,title,url,n_sentences
1099,Setembar,https://fur.wikipedia.org/wiki?curid=1099,3
1101,Otubar,https://fur.wikipedia.org/wiki?curid=1101,4
1104,Novembar,https://fur.wikipedia.org/wiki?curid=1104,4
1105,Dicembar,https://fur.wikipedia.org/wiki?curid=1105,3
1106,Voleson Darzin,https://fur.wikipedia.org/wiki?curid=1106,1
1519,Alfabet latin,https://fur.wikipedia.org/wiki?curid=1519,9
1530,Belgjo,https://fur.wikipedia.org/wiki?curid=1530,5
1541,Union Europeane,https://fur.wikipedia.org/wiki?curid=1541,10
1542,Organizazion des Nazions Unidis,https://fur.wikipedia.org/wiki?curid=1542,11
1545,Bangladesh,https://fur.wikipedia.org/wiki?curid=1545,1
1546,Afghanistan,https://fur.wikipedia.org/wiki?curid=1546,1
1547,Psicologjie,https://fur.wikipedia.org/wiki?curid=1547,1
1549,Pari Nestri,https://fur.wikipedia.org/wiki?curid=1549,11
1568,Cjargne,https://fur.wikipedia.org/wiki?curid=1568,63
1569,Politiche,https://fur.wikipedia.org/wiki?curid=1569,2
1570,Tiliment,https://fur.wikipedia.org/wiki?curid=1570,5
1571,Pucinie,https://fur.wikipedia.org/wiki?curid=1571,1
1574,Albanie,https://fur.wikipedia.org/wiki?curid=1574,1
1575,Andore,https://fur.wikipedia.org/wiki?curid=1575,12
1577,Cristianesim,https://fur.wikipedia.org/wiki?curid=1577,6
1587,Vençon,https://fur.wikipedia.org/wiki?curid=1587,7
1589,Lituanie,https://fur.wikipedia.org/wiki?curid=1589,7
1612,Teatri,https://fur.wikipedia.org/wiki?curid=1612,2
1613,Eletroniche,https://fur.wikipedia.org/wiki?curid=1613,6
1615,Zûc,https://fur.wikipedia.org/wiki?curid=1615,5
1619,Telecomunicazion,https://fur.wikipedia.org/wiki?curid=1619,7
1622,Art,https://fur.wikipedia.org/wiki?curid=1622,6
1623,Chimiche,https://fur.wikipedia.org/wiki?curid=1623,4
1624,Inzegnerie,https://fur.wikipedia.org/wiki?curid=1624,3
1626,Sport,https://fur.wikipedia.org/wiki?curid=1626,9
1636,Ateisim,https://fur.wikipedia.org/wiki?curid=1636,4
1638,Tabele periodiche,https://fur.wikipedia.org/wiki?curid=1638,5
1643,Aquilee,https://fur.wikipedia.org/wiki?curid=1643,18
1646,Sanitât,https://fur.wikipedia.org/wiki?curid=1646,1
1652,FLK,https://fur.wikipedia.org/wiki?curid=1652,6
1693,Enzo Bearzot,https://fur.wikipedia.org/wiki?curid=1693,7
1697,Josef Marchet,https://fur.wikipedia.org/wiki?curid=1697,6
1702,Alfabet furlan,https://fur.wikipedia.org/wiki?curid=1702,4
1704,Storie,https://fur.wikipedia.org/wiki?curid=1704,5
1707,Pieri Pauli Pasolini,https://fur.wikipedia.org/wiki?curid=1707,56
1710,Lenghe latine,https://fur.wikipedia.org/wiki?curid=1710,5
1714,Bandiere dal Friûl,https://fur.wikipedia.org/wiki?curid=1714,45
1728,Declarazion universâl dai dirits dal om,https://fur.wikipedia.org/wiki?curid=1728,10
1739,Timp coordenât universâl,https://fur.wikipedia.org/wiki?curid=1739,8
1746,Citât di fondazion,https://fur.wikipedia.org/wiki?curid=1746,2
1749,Comunitâts venetopontinis,https://fur.wikipedia.org/wiki?curid=1749,6
1752,Istât,https://fur.wikipedia.org/wiki?curid=1752,4
1755,Sierade,https://fur.wikipedia.org/wiki?curid=1755,4
1772,Nadâl,https://fur.wikipedia.org/wiki?curid=1772,10
1774,Vierte,https://fur.wikipedia.org/wiki?curid=1774,3
1780,2006,https://fur.wikipedia.org/wiki?curid=1780,2
1781,Formadi,https://fur.wikipedia.org/wiki?curid=1781,4
1782,Frico,https://fur.wikipedia.org/wiki?curid=1782,28
1784,Cusine,https://fur.wikipedia.org/wiki?curid=1784,2
1789,Filosofie,https://fur.wikipedia.org/wiki?curid=1789,5
1794,Esoterisim,https://fur.wikipedia.org/wiki?curid=1794,2
1800,Diplomazie,https://fur.wikipedia.org/wiki?curid=1800,6
1802,Vin,https://fur.wikipedia.org/wiki?curid=1802,5
1803,Dirit,https://fur.wikipedia.org/wiki?curid=1803,6
1805,Catarine Percude,https://fur.wikipedia.org/wiki?curid=1805,7
1811,Statistiche,https://fur.wikipedia.org/wiki?curid=1811,5
1812,Lenghis romanichis,https://fur.wikipedia.org/wiki?curid=1812,7
1815,Sessualitât umane,https://fur.wikipedia.org/wiki?curid=1815,4
1816,Manzan,https://fur.wikipedia.org/wiki?curid=1816,8
1818,Pradaman,https://fur.wikipedia.org/wiki?curid=1818,9
1819,Tor,https://fur.wikipedia.org/wiki?curid=1819,5
1820,Internet,https://fur.wikipedia.org/wiki?curid=1820,8
1823,Nadison,https://fur.wikipedia.org/wiki?curid=1823,9
1827,Musicologjie,https://fur.wikipedia.org/wiki?curid=1827,1
1830,Lusinç,https://fur.wikipedia.org/wiki?curid=1830,7
1831,San Zorç de Richinvelde,https://fur.wikipedia.org/wiki?curid=1831,4
1832,Siencis de tiere,https://fur.wikipedia.org/wiki?curid=1832,2
1833,Vulcan,https://fur.wikipedia.org/wiki?curid=1833,5
1834,Vulcanologjie,https://fur.wikipedia.org/wiki?curid=1834,3
1835,Lave,https://fur.wikipedia.org/wiki?curid=1835,4
1836,Magma,https://fur.wikipedia.org/wiki?curid=1836,4
1837,Eruzion,https://fur.wikipedia.org/wiki?curid=1837,2
1838,Croste de tiere,https://fur.wikipedia.org/wiki?curid=1838,7
1840,Sclavanie,https://fur.wikipedia.org/wiki?curid=1840,10
1844,Stromboli,https://fur.wikipedia.org/wiki?curid=1844,4
1845,Vesuvi,https://fur.wikipedia.org/wiki?curid=1845,4
1846,Etne,https://fur.wikipedia.org/wiki?curid=1846,2
1847,Santorini,https://fur.wikipedia.org/wiki?curid=1847,4
1852,Fisiche,https://fur.wikipedia.org/wiki?curid=1852,7
1854,Secuals,https://fur.wikipedia.org/wiki?curid=1854,5
1857,Astronomie,https://fur.wikipedia.org/wiki?curid=1857,3
1858,Planet,https://fur.wikipedia.org/wiki?curid=1858,11
1860,Stele,https://fur.wikipedia.org/wiki?curid=1860,4
1861,Entomologjie,https://fur.wikipedia.org/wiki?curid=1861,6
1863,Biologjie,https://fur.wikipedia.org/wiki?curid=1863,4
1864,Plini il Vieli,https://fur.wikipedia.org/wiki?curid=1864,3
1865,Plini il zovin,https://fur.wikipedia.org/wiki?curid=1865,4
1866,Primo Carnera,https://fur.wikipedia.org/wiki?curid=1866,8
1869,Ecologjie,https://fur.wikipedia.org/wiki?curid=1869,8
1870,Siencis naturâls,https://fur.wikipedia.org/wiki?curid=1870,3
1874,Cine (art),https://fur.wikipedia.org/wiki?curid=1874,7
1875,Antropologjie,https://fur.wikipedia.org/wiki?curid=1875,6
1876,Antropologjie fisiche,https://fur.wikipedia.org/wiki?curid=1876,2
1877,Antropologjie culturâl,https://fur.wikipedia.org/wiki?curid=1877,4
1879,Lenghe catalane,https://fur.wikipedia.org/wiki?curid=1879,13
1880,Valenzian,https://fur.wikipedia.org/wiki?curid=1880,7
1881,Educazion,https://fur.wikipedia.org/wiki?curid=1881,3
1882,Pedagogjie,https://fur.wikipedia.org/wiki?curid=1882,21
1885,18 di Fevrâr,https://fur.wikipedia.org/wiki?curid=1885,1
1886,Mitologjie,https://fur.wikipedia.org/wiki?curid=1886,7
1890,Lenghis de Union Europeane,https://fur.wikipedia.org/wiki?curid=1890,6
1895,1ⁿ di Març,https://fur.wikipedia.org/wiki?curid=1895,1
1926,1ⁿ di Avrîl,https://fur.wikipedia.org/wiki?curid=1926,1
1943,19 di Avrîl,https://fur.wikipedia.org/wiki?curid=1943,2
1955,1ⁿ di Mai,https://fur.wikipedia.org/wiki?curid=1955,1
1986,1ⁿ di Lui,https://fur.wikipedia.org/wiki?curid=1986,1
1989,4 di Lui,https://fur.wikipedia.org/wiki?curid=1989,1
2006,21 di Lui,https://fur.wikipedia.org/wiki?curid=2006,1
2017,1ⁿ di Avost,https://fur.wikipedia.org/wiki?curid=2017,1
2029,13 di Avost,https://fur.wikipedia.org/wiki?curid=2029,1
2031,15 di Avost,https://fur.wikipedia.org/wiki?curid=2031,1
2048,1ⁿ di Setembar,https://fur.wikipedia.org/wiki?curid=2048,1
2062,15 di Setembar,https://fur.wikipedia.org/wiki?curid=2062,1
2078,1ⁿ di Otubar,https://fur.wikipedia.org/wiki?curid=2078,1
2080,3 di Otubar,https://fur.wikipedia.org/wiki?curid=2080,1
2108,1ⁿ di Novembar,https://fur.wikipedia.org/wiki?curid=2108,1
2138,1ⁿ di Dicembar,https://fur.wikipedia.org/wiki?curid=2138,1
2168,31 di Dicembar,https://fur.wikipedia.org/wiki?curid=2168,1
2199,1ⁿ di Jugn,https://fur.wikipedia.org/wiki?curid=2199,1
2228,Kurów,https://fur.wikipedia.org/wiki?curid=2228,2
2229,Sisteme binari,https://fur.wikipedia.org/wiki?curid=2229,5
2230,1ⁿ di Zenâr,https://fur.wikipedia.org/wiki?curid=2230,1
2231,2 di Zenâr,https://fur.wikipedia.org/wiki?curid=2231,1
2233,4 di Zenâr,https://fur.wikipedia.org/wiki?curid=2233,1
2259,1ⁿ di Fevrâr,https://fur.wikipedia.org/wiki?curid=2259,1
2265,7 di Fevrâr,https://fur.wikipedia.org/wiki?curid=2265,1
2271,13 di Fevrâr,https://fur.wikipedia.org/wiki?curid=2271,1
2275,26 di Fevrâr,https://fur.wikipedia.org/wiki?curid=2275,1
2278,29 di Fevrâr,https://fur.wikipedia.org/wiki?curid=2278,2
2279,Siencis aerospaziâls,https://fur.wikipedia.org/wiki?curid=2279,2
2307,Arts visuâls,https://fur.wikipedia.org/wiki?curid=2307,4
2310,Archeologjie,https://fur.wikipedia.org/wiki?curid=2310,7
2311,Triest,https://fur.wikipedia.org/wiki?curid=2311,5
2313,Lenghistiche,https://fur.wikipedia.org/wiki?curid=2313,2
2315,Lengaç,https://fur.wikipedia.org/wiki?curid=2315,10
2318,Siest,https://fur.wikipedia.org/wiki?curid=2318,3
2319,Pacifico Valussi,https://fur.wikipedia.org/wiki?curid=2319,2
2320,Vere Glesie di Jesù,https://fur.wikipedia.org/wiki?curid=2320,2
2321,Polonie,https://fur.wikipedia.org/wiki?curid=2321,3
2327,Arturo Malignani,https://fur.wikipedia.org/wiki?curid=2327,5
2328,Atimis,https://fur.wikipedia.org/wiki?curid=2328,5
2329,Reclûs,https://fur.wikipedia.org/wiki?curid=2329,5
2330,Transistôr,https://fur.wikipedia.org/wiki?curid=2330,5
2332,Elena Fabris Bellavitis,https://fur.wikipedia.org/wiki?curid=2332,4
2333,Nicolò Fabris,https://fur.wikipedia.org/wiki?curid=2333,2
2334,Listize,https://fur.wikipedia.org/wiki?curid=2334,3
2335,Slovachie,https://fur.wikipedia.org/wiki?curid=2335,3
2336,Cechie,https://fur.wikipedia.org/wiki?curid=2336,3
2345,Spagne,https://fur.wikipedia.org/wiki?curid=2345,9
2355,Arc di Sant Marc,https://fur.wikipedia.org/wiki?curid=2355,9
2357,Gian Giacomo Marinoni,https://fur.wikipedia.org/wiki?curid=2357,7
2358,Camillo Marinoni,https://fur.wikipedia.org/wiki?curid=2358,2
2359,Giovanni Marinelli,https://fur.wikipedia.org/wiki?curid=2359,6
2360,Olinto Marinelli,https://fur.wikipedia.org/wiki?curid=2360,5
2392,Jacopo Stellini,https://fur.wikipedia.org/wiki?curid=2392,4
2393,Antonio Zanon,https://fur.wikipedia.org/wiki?curid=2393,6
2394,Traspuart,https://fur.wikipedia.org/wiki?curid=2394,13
2396,Bale tal zei,https://fur.wikipedia.org/wiki?curid=2396,4
2400,Cecilia Deganutti,https://fur.wikipedia.org/wiki?curid=2400,4
2403,Tecnologjie,https://fur.wikipedia.org/wiki?curid=2403,4
2404,Tecniche,https://fur.wikipedia.org/wiki?curid=2404,4
2405,Giacomo Ceconi,https://fur.wikipedia.org/wiki?curid=2405,10
2407,Industrie,https://fur.wikipedia.org/wiki?curid=2407,6
2408,Setôr secondari,https://fur.wikipedia.org/wiki?curid=2408,3
2409,Setôr primari,https://fur.wikipedia.org/wiki?curid=2409,2
2410,Setôr terziari,https://fur.wikipedia.org/wiki?curid=2410,2
2411,Artesanât,https://fur.wikipedia.org/wiki?curid=2411,6
2414,Elio Morpurgo,https://fur.wikipedia.org/wiki?curid=2414,6
2417,Bonaldo Stringher,https://fur.wikipedia.org/wiki?curid=2417,12
2418,Patriarcjis di Aquilee,https://fur.wikipedia.org/wiki?curid=2418,3
2420,Patriarcjis di Grau,https://fur.wikipedia.org/wiki?curid=2420,2
2421,Arcidiocesi di Udin,https://fur.wikipedia.org/wiki?curid=2421,5
2422,Arcidiocesi di Gurize,https://fur.wikipedia.org/wiki?curid=2422,10
2423,Diocesi di Concuardie-Pordenon,https://fur.wikipedia.org/wiki?curid=2423,4
2425,Giovanni Gortani,https://fur.wikipedia.org/wiki?curid=2425,5
2426,Luigi Gortani,https://fur.wikipedia.org/wiki?curid=2426,3
2427,Michele Gortani,https://fur.wikipedia.org/wiki?curid=2427,6
2428,Monede,https://fur.wikipedia.org/wiki?curid=2428,12
2429,Comunicazions,https://fur.wikipedia.org/wiki?curid=2429,4
2438,Agriculture,https://fur.wikipedia.org/wiki?curid=2438,9
2439,Cumierç,https://fur.wikipedia.org/wiki?curid=2439,19
2442,Pasche cristiane,https://fur.wikipedia.org/wiki?curid=2442,7
2443,Zardinaç,https://fur.wikipedia.org/wiki?curid=2443,12
2445,Zardin,https://fur.wikipedia.org/wiki?curid=2445,6
2446,Passetimp,https://fur.wikipedia.org/wiki?curid=2446,4
2449,Buri,https://fur.wikipedia.org/wiki?curid=2449,3
2450,Divertiment,https://fur.wikipedia.org/wiki?curid=2450,3
2451,Timp libar,https://fur.wikipedia.org/wiki?curid=2451,5
2452,Spetacul,https://fur.wikipedia.org/wiki?curid=2452,4
2454,Vinars Sant,https://fur.wikipedia.org/wiki?curid=2454,4
2456,Joibe Sante,https://fur.wikipedia.org/wiki?curid=2456,5
2457,Domenie des Palmis,https://fur.wikipedia.org/wiki?curid=2457,3
2458,Sabide Sante,https://fur.wikipedia.org/wiki?curid=2458,3
2459,Lunis di Pasche,https://fur.wikipedia.org/wiki?curid=2459,4
2461,Tiziano Tessitori,https://fur.wikipedia.org/wiki?curid=2461,15
2462,Raimondo Tommaso D’Aronco,https://fur.wikipedia.org/wiki?curid=2462,8
2463,Girolamo D'Aronco,https://fur.wikipedia.org/wiki?curid=2463,3
2464,Giobatta D'Aronco,https://fur.wikipedia.org/wiki?curid=2464,2
2465,Virgilio D'Aronco,https://fur.wikipedia.org/wiki?curid=2465,2
2466,Dimpeç,https://fur.wikipedia.org/wiki?curid=2466,13
2467,Sculture,https://fur.wikipedia.org/wiki?curid=2467,11
2469,Gianfranco D'Aronco,https://fur.wikipedia.org/wiki?curid=2469,5
2470,Folclôr,https://fur.wikipedia.org/wiki?curid=2470,4
2472,Acuile,https://fur.wikipedia.org/wiki?curid=2472,7
2475,Eletricitât,https://fur.wikipedia.org/wiki?curid=2475,9
2477,Famee,https://fur.wikipedia.org/wiki?curid=2477,14
2478,Parintât,https://fur.wikipedia.org/wiki?curid=2478,6
2482,Resistence taliane,https://fur.wikipedia.org/wiki?curid=2482,15
2484,Lenghe inglese,https://fur.wikipedia.org/wiki?curid=2484,7
2485,Leterature,https://fur.wikipedia.org/wiki?curid=2485,3
2489,Bal,https://fur.wikipedia.org/wiki?curid=2489,18
2490,Mazurche,https://fur.wikipedia.org/wiki?curid=2490,5
2491,Cuadrilie,https://fur.wikipedia.org/wiki?curid=2491,3
2492,Polche,https://fur.wikipedia.org/wiki?curid=2492,7
2493,Valzer,https://fur.wikipedia.org/wiki?curid=2493,3
2494,Tango,https://fur.wikipedia.org/wiki?curid=2494,6
2495,Cha cha cha,https://fur.wikipedia.org/wiki?curid=2495,3
2496,Mambo,https://fur.wikipedia.org/wiki?curid=2496,3
2498,Ebraisim,https://fur.wikipedia.org/wiki?curid=2498,21
2499,Lauree,https://fur.wikipedia.org/wiki?curid=2499,2
2501,Boogie woogie,https://fur.wikipedia.org/wiki?curid=2501,4
2502,Salsa,https://fur.wikipedia.org/wiki?curid=2502,2
2503,Sambe,https://fur.wikipedia.org/wiki?curid=2503,3
2504,Tip tap,https://fur.wikipedia.org/wiki?curid=2504,6
2505,Cividât,https://fur.wikipedia.org/wiki?curid=2505,17
2506,Velocitât de lûs,https://fur.wikipedia.org/wiki?curid=2506,6
2507,Architeture,https://fur.wikipedia.org/wiki?curid=2507,4
2508,Cancan,https://fur.wikipedia.org/wiki?curid=2508,2
2509,Flamenco,https://fur.wikipedia.org/wiki?curid=2509,3
2510,Fox-trot,https://fur.wikipedia.org/wiki?curid=2510,2
2511,Furlana,https://fur.wikipedia.org/wiki?curid=2511,5
2512,Rumba,https://fur.wikipedia.org/wiki?curid=2512,3
2513,Tarantele,https://fur.wikipedia.org/wiki?curid=2513,2
2514,Twist,https://fur.wikipedia.org/wiki?curid=2514,2
2515,Sirtaki,https://fur.wikipedia.org/wiki?curid=2515,2
2516,Leterature furlane,https://fur.wikipedia.org/wiki?curid=2516,31
2518,Lenghe todescje,https://fur.wikipedia.org/wiki?curid=2518,3
2519,Merengue,https://fur.wikipedia.org/wiki?curid=2519,2
2520,Rock acrobatic,https://fur.wikipedia.org/wiki?curid=2520,3
2527,Otiche,https://fur.wikipedia.org/wiki?curid=2527,11
2528,Fotografie,https://fur.wikipedia.org/wiki?curid=2528,15
2532,Codroip,https://fur.wikipedia.org/wiki?curid=2532,3
2533,Cjamare scure,https://fur.wikipedia.org/wiki?curid=2533,11
2534,Dagherotipie,https://fur.wikipedia.org/wiki?curid=2534,9
2535,Fotografie digjitâl,https://fur.wikipedia.org/wiki?curid=2535,3
2536,Fotocjamare digjitâl,https://fur.wikipedia.org/wiki?curid=2536,2
2539,Culture,https://fur.wikipedia.org/wiki?curid=2539,3
2540,Culture di masse,https://fur.wikipedia.org/wiki?curid=2540,2
2545,Turisim,https://fur.wikipedia.org/wiki?curid=2545,8
2546,Organizazion Mondiâl dal Turisim,https://fur.wikipedia.org/wiki?curid=2546,4
2550,Siencis militârs,https://fur.wikipedia.org/wiki?curid=2550,17
2551,Negozi,https://fur.wikipedia.org/wiki?curid=2551,4
2552,Satelit,https://fur.wikipedia.org/wiki?curid=2552,9
2555,Musiche,https://fur.wikipedia.org/wiki?curid=2555,1
2556,France,https://fur.wikipedia.org/wiki?curid=2556,5
2557,Finance,https://fur.wikipedia.org/wiki?curid=2557,7
2559,Sience des financis,https://fur.wikipedia.org/wiki?curid=2559,5
2561,Marcjât finanziari,https://fur.wikipedia.org/wiki?curid=2561,7
2562,Borse valôrs,https://fur.wikipedia.org/wiki?curid=2562,3
2563,Marcjât finanziari primari,https://fur.wikipedia.org/wiki?curid=2563,3
2564,Marcjât finanziari secondari,https://fur.wikipedia.org/wiki?curid=2564,3
2565,Economie,https://fur.wikipedia.org/wiki?curid=2565,15
2566,Milan,https://fur.wikipedia.org/wiki?curid=2566,6
2567,Ministrazion,https://fur.wikipedia.org/wiki?curid=2567,3
2568,Publiche ministrazion,https://fur.wikipedia.org/wiki?curid=2568,3
2569,Statût regjonâl,https://fur.wikipedia.org/wiki?curid=2569,4
2570,Sociologjie,https://fur.wikipedia.org/wiki?curid=2570,13
2571,Glemone,https://fur.wikipedia.org/wiki?curid=2571,9
2572,Scjale Richter,https://fur.wikipedia.org/wiki?curid=2572,16
2573,Pieri Savorgnan di Breçâ,https://fur.wikipedia.org/wiki?curid=2573,16
2575,Końskowola,https://fur.wikipedia.org/wiki?curid=2575,18
2576,Voivodât,https://fur.wikipedia.org/wiki?curid=2576,3
2577,Voivodâts de Polonie,https://fur.wikipedia.org/wiki?curid=2577,4
2579,Marc di Davian,https://fur.wikipedia.org/wiki?curid=2579,6
2580,Nutrizion,https://fur.wikipedia.org/wiki?curid=2580,4
2581,Mâl de spelaie,https://fur.wikipedia.org/wiki?curid=2581,10
2588,Religjon,https://fur.wikipedia.org/wiki?curid=2588,28
2590,Teologjie,https://fur.wikipedia.org/wiki?curid=2590,5
2591,Misticisim,https://fur.wikipedia.org/wiki?curid=2591,3
2592,Spiritualitât,https://fur.wikipedia.org/wiki?curid=2592,6
2594,Ottavio Bottecchia,https://fur.wikipedia.org/wiki?curid=2594,14
2595,Cjampfuarmit,https://fur.wikipedia.org/wiki?curid=2595,5
2596,Islam,https://fur.wikipedia.org/wiki?curid=2596,29
2597,Animisim,https://fur.wikipedia.org/wiki?curid=2597,7
2598,Caprive,https://fur.wikipedia.org/wiki?curid=2598,10
2599,Cormons,https://fur.wikipedia.org/wiki?curid=2599,1
2600,Doberdob,https://fur.wikipedia.org/wiki?curid=2600,5
2602,Fare,https://fur.wikipedia.org/wiki?curid=2602,1
2603,Foian Redipulie,https://fur.wikipedia.org/wiki?curid=2603,5
2604,Gardiscje,https://fur.wikipedia.org/wiki?curid=2604,16
2605,Grau,https://fur.wikipedia.org/wiki?curid=2605,5
2606,Marian,https://fur.wikipedia.org/wiki?curid=2606,2
2607,Migjee,https://fur.wikipedia.org/wiki?curid=2607,1
2608,Monfalcon,https://fur.wikipedia.org/wiki?curid=2608,6
2609,Mosse,https://fur.wikipedia.org/wiki?curid=2609,19
2610,Romans dal Lusinç,https://fur.wikipedia.org/wiki?curid=2610,1
2611,Roncjis di Monfalcon,https://fur.wikipedia.org/wiki?curid=2611,3
2612,Segrât,https://fur.wikipedia.org/wiki?curid=2612,1
2613,San Ganzian,https://fur.wikipedia.org/wiki?curid=2613,1
2614,San Florean dal Cuei,https://fur.wikipedia.org/wiki?curid=2614,2
2615,San Lurinç Lisuntin,https://fur.wikipedia.org/wiki?curid=2615,1
2616,San Pieri dal Lusinç,https://fur.wikipedia.org/wiki?curid=2616,1
2617,Savogne dal Lusinç,https://fur.wikipedia.org/wiki?curid=2617,1
2618,Staranzan,https://fur.wikipedia.org/wiki?curid=2618,1
2619,Turiac,https://fur.wikipedia.org/wiki?curid=2619,1
2622,Induisim,https://fur.wikipedia.org/wiki?curid=2622,5
2626,Vilès,https://fur.wikipedia.org/wiki?curid=2626,1
2627,Anduins,https://fur.wikipedia.org/wiki?curid=2627,6
2629,Jainisim,https://fur.wikipedia.org/wiki?curid=2629,12
2631,Taramot dal 1976 in Friûl,https://fur.wikipedia.org/wiki?curid=2631,5
2638,Toponims dal Friûl,https://fur.wikipedia.org/wiki?curid=2638,12
2642,Liste toponims talian-furlan,https://fur.wikipedia.org/wiki?curid=2642,1
2644,Liste toponims furlan-talian,https://fur.wikipedia.org/wiki?curid=2644,1
2646,Andreis,https://fur.wikipedia.org/wiki?curid=2646,1
2647,Darbe,https://fur.wikipedia.org/wiki?curid=2647,1
2648,Darzin,https://fur.wikipedia.org/wiki?curid=2648,1
2649,Davian,https://fur.wikipedia.org/wiki?curid=2649,2
2650,Daçan di Pordenon,https://fur.wikipedia.org/wiki?curid=2650,1
2651,Barcis,https://fur.wikipedia.org/wiki?curid=2651,2
2652,Brugnere,https://fur.wikipedia.org/wiki?curid=2652,2
2653,Budoie,https://fur.wikipedia.org/wiki?curid=2653,4
2654,Cjanive di Sacîl,https://fur.wikipedia.org/wiki?curid=2654,1
2655,Cjasarse,https://fur.wikipedia.org/wiki?curid=2655,3
2656,Cjistielgnûf,https://fur.wikipedia.org/wiki?curid=2656,1
2657,Cjavàs,https://fur.wikipedia.org/wiki?curid=2657,1
2658,Cjons,https://fur.wikipedia.org/wiki?curid=2658,1
2659,Cimolais,https://fur.wikipedia.org/wiki?curid=2659,11
2660,Claut,https://fur.wikipedia.org/wiki?curid=2660,17
2661,Clausêt,https://fur.wikipedia.org/wiki?curid=2661,2
2662,Cordenons,https://fur.wikipedia.org/wiki?curid=2662,1
2663,Cordovât,https://fur.wikipedia.org/wiki?curid=2663,14
2664,Nert e Cjas,https://fur.wikipedia.org/wiki?curid=2664,2
2665,Fane,https://fur.wikipedia.org/wiki?curid=2665,12
2666,Vile di Flum,https://fur.wikipedia.org/wiki?curid=2666,1
2667,Fontanefrede,https://fur.wikipedia.org/wiki?curid=2667,1
2668,Frisanc,https://fur.wikipedia.org/wiki?curid=2668,1
2669,Manià,https://fur.wikipedia.org/wiki?curid=2669,30
2670,Midun,https://fur.wikipedia.org/wiki?curid=2670,3
2671,Morsan da lis Ocjis,https://fur.wikipedia.org/wiki?curid=2671,1
2672,Pasian di Pordenon,https://fur.wikipedia.org/wiki?curid=2672,2
