variety_A,variety_B,mean_similarity,family_A,family_B
fur,glg,0.936450,italo_romance,romance
spa,ron,0.935380,romance,romance
lmo,ita,0.935326,italo_romance,italian
fur,lmo,0.932126,italo_romance,italo_romance
lmo,spa,0.931525,italo_romance,romance
fur,lij,0.930579,italo_romance,italo_romance
sc,vec,0.929166,italo_romance,italo_romance
lmo,vec,0.928859,italo_romance,italo_romance
deu,eng,0.927825,germanic,english
lij,fra,0.927780,italo_romance,romance
fur,vec,0.925803,italo_romance,italo_romance
lij,spa,0.925565,italo_romance,romance
lij,vec,0.924881,italo_romance,italo_romance
lij,cat,0.922545,italo_romance,romance
hrv,sqi,0.922522,slavic,albanian
lij,oci,0.922332,italo_romance,romance
vec,ron,0.921714,italo_romance,romance
fra,eng,0.921117,romance,english
sc,scn,0.920920,italo_romance,italo_romance
lmo,sc,0.920468,italo_romance,italo_romance
fur,sc,0.919976,italo_romance,italo_romance
slv,sqi,0.919159,slavic,albanian
lmo,ron,0.917267,italo_romance,romance
lmo,glg,0.916443,italo_romance,romance
cat,eng,0.914350,romance,english
lmo,por,0.913735,italo_romance,romance
sc,ron,0.912775,italo_romance,romance
spa,eng,0.912483,romance,english
oci,eng,0.911494,romance,english
scn,ita,0.910830,italo_romance,italian
ron,hrv,0.908590,romance,slavic
fur,eng,0.908380,italo_romance,english
scn,oci,0.907818,italo_romance,romance
ita,eng,0.906821,italian,english
lij,sc,0.905746,italo_romance,italo_romance
lij,lmo,0.904733,italo_romance,italo_romance
ron,eng,0.903904,romance,english
por,eng,0.903846,romance,english
ron,sqi,0.903201,romance,albanian
slv,hun,0.902725,slavic,uralic
deu,sqi,0.901710,germanic,albanian
deu,hun,0.901186,germanic,uralic
lmo,scn,0.900760,italo_romance,italo_romance
glg,eng,0.900407,romance,english
eng,slv,0.898508,english,slavic
sqi,hun,0.898481,albanian,uralic
ron,slv,0.898167,romance,slavic
eng,hrv,0.898014,english,slavic
deu,slv,0.897830,germanic,slavic
scn,cat,0.897755,italo_romance,romance
fur,scn,0.895926,italo_romance,italo_romance
scn,spa,0.895687,italo_romance,romance
hrv,hun,0.894637,slavic,uralic
deu,hrv,0.893705,germanic,slavic
scn,glg,0.892335,italo_romance,romance
scn,ron,0.889757,italo_romance,romance
vec,eng,0.888388,italo_romance,english
scn,por,0.888303,italo_romance,romance
fra,sqi,0.887822,romance,albanian
sc,eng,0.887285,italo_romance,english
eng,sqi,0.887134,english,albanian
fur,sqi,0.886976,italo_romance,albanian
fur,hrv,0.885906,italo_romance,slavic
scn,fra,0.885455,italo_romance,romance
fra,deu,0.883873,romance,germanic
scn,vec,0.881368,italo_romance,italo_romance
oci,sqi,0.880773,romance,albanian
fra,hrv,0.879499,romance,slavic
oci,hrv,0.879279,romance,slavic
lij,scn,0.879249,italo_romance,italo_romance
fur,slv,0.876354,italo_romance,slavic
cat,hrv,0.875668,romance,slavic
cat,sqi,0.875464,romance,albanian
ita,hrv,0.874849,italian,slavic
por,hrv,0.874778,romance,slavic
ron,deu,0.871826,romance,germanic
fra,slv,0.871720,romance,slavic
cat,deu,0.870202,romance,germanic
oci,deu,0.869986,romance,germanic
oci,slv,0.869737,romance,slavic
glg,hrv,0.869697,romance,slavic
lmo,eng,0.869246,italo_romance,english
spa,hrv,0.868460,romance,slavic
cat,slv,0.867116,romance,slavic
ita,slv,0.865426,italian,slavic
lij,eng,0.865228,italo_romance,english
por,slv,0.864437,romance,slavic
fur,deu,0.863565,italo_romance,germanic
vec,hrv,0.859933,italo_romance,slavic
spa,slv,0.859288,romance,slavic
por,sqi,0.859164,romance,albanian
glg,slv,0.858725,romance,slavic
lij,hrv,0.857172,italo_romance,slavic
lmo,sqi,0.855831,italo_romance,albanian
ita,sqi,0.854121,italian,albanian
glg,sqi,0.853957,romance,albanian
eng,hun,0.853900,english,uralic
spa,deu,0.853427,romance,germanic
vec,slv,0.851345,italo_romance,slavic
spa,sqi,0.850682,romance,albanian
lij,sqi,0.849402,italo_romance,albanian
lmo,hrv,0.847513,italo_romance,slavic
lij,slv,0.846148,italo_romance,slavic
ita,deu,0.845180,italian,germanic
por,deu,0.845030,romance,germanic
glg,deu,0.841175,romance,germanic
sc,hrv,0.840558,italo_romance,slavic
sc,deu,0.840134,italo_romance,germanic
lmo,deu,0.838912,italo_romance,germanic
lmo,slv,0.837001,italo_romance,slavic
sc,sqi,0.836777,italo_romance,albanian
vec,sqi,0.835660,italo_romance,albanian
ron,hun,0.827793,romance,uralic
sc,slv,0.824960,italo_romance,slavic
fra,hun,0.823294,romance,uralic
vec,deu,0.822422,italo_romance,germanic
oci,hun,0.820774,romance,uralic
scn,eng,0.820410,italo_romance,english
lij,deu,0.816724,italo_romance,germanic
cat,hun,0.816603,romance,uralic
scn,hrv,0.808237,italo_romance,slavic
lmo,hun,0.807171,italo_romance,uralic
scn,sqi,0.804831,italo_romance,albanian
fur,hun,0.803818,italo_romance,uralic
spa,hun,0.791662,romance,uralic
por,hun,0.788629,romance,uralic
ita,hun,0.787334,italian,uralic
glg,hun,0.785389,romance,uralic
scn,slv,0.784528,italo_romance,slavic
vec,hun,0.778992,italo_romance,uralic
scn,deu,0.773797,italo_romance,germanic
lij,hun,0.773466,italo_romance,uralic
sc,hun,0.772294,italo_romance,uralic
scn,hun,0.721596,italo_romance,uralic
