variety_A,variety_B,mean_similarity,family_A,family_B
lmo,scn,0.708990,italo_romance,italo_romance
ron,glg,0.707441,romance,romance
fur,eng,0.707362,italo_romance,english
lmo,eng,0.704301,italo_romance,english
por,ron,0.700023,romance,romance
oci,eng,0.686634,romance,english
fur,scn,0.678655,italo_romance,italo_romance
spa,eng,0.667900,romance,english
vec,eng,0.659738,italo_romance,english
vec,slv,0.657673,italo_romance,slavic
ron,eng,0.656439,romance,english
ita,eng,0.656321,italian,english
lij,eng,0.653919,italo_romance,english
glg,eng,0.646462,romance,english
vec,hrv,0.642306,italo_romance,slavic
sc,eng,0.640232,italo_romance,english
scn,cat,0.638708,italo_romance,romance
por,eng,0.637472,romance,english
ron,hrv,0.634628,romance,slavic
scn,por,0.631161,italo_romance,romance
ron,slv,0.629390,romance,slavic
lmo,sqi,0.625572,italo_romance,albanian
lmo,slv,0.625429,italo_romance,slavic
scn,oci,0.624762,italo_romance,romance
scn,glg,0.621536,italo_romance,romance
lmo,hrv,0.619105,italo_romance,slavic
lij,hrv,0.616781,italo_romance,slavic
sc,hrv,0.616761,italo_romance,slavic
fra,deu,0.616084,romance,germanic
lij,slv,0.615500,italo_romance,slavic
scn,spa,0.615478,italo_romance,romance
ron,sqi,0.605240,romance,albanian
sc,slv,0.597350,italo_romance,slavic
scn,fra,0.589710,italo_romance,romance
ita,slv,0.587811,italian,slavic
por,hrv,0.587510,romance,slavic
lmo,deu,0.585859,italo_romance,germanic
por,slv,0.585320,romance,slavic
vec,sqi,0.582061,italo_romance,albanian
ita,hrv,0.579833,italian,slavic
cat,deu,0.572529,romance,germanic
fur,sqi,0.572428,italo_romance,albanian
scn,hrv,0.571580,italo_romance,slavic
glg,hrv,0.568121,romance,slavic
lij,sqi,0.564128,italo_romance,albanian
spa,slv,0.563373,romance,slavic
cat,sqi,0.563367,romance,albanian
glg,slv,0.563356,romance,slavic
fur,deu,0.559813,italo_romance,germanic
ita,sqi,0.558970,italian,albanian
scn,slv,0.555313,italo_romance,slavic
spa,hrv,0.554733,romance,slavic
fra,sqi,0.552095,romance,albanian
glg,sqi,0.550629,romance,albanian
oci,deu,0.548535,romance,germanic
cat,slv,0.545521,romance,slavic
scn,eng,0.543032,italo_romance,english
sc,sqi,0.542676,italo_romance,albanian
deu,eng,0.541498,germanic,english
cat,hrv,0.541153,romance,slavic
por,sqi,0.540329,romance,albanian
spa,sqi,0.536553,romance,albanian
oci,sqi,0.534726,romance,albanian
spa,deu,0.533710,romance,germanic
fur,slv,0.533444,italo_romance,slavic
fur,hrv,0.525293,italo_romance,slavic
hrv,sqi,0.523453,slavic,albanian
lij,deu,0.520271,italo_romance,germanic
oci,slv,0.519199,romance,slavic
oci,hrv,0.518308,romance,slavic
slv,sqi,0.515583,slavic,albanian
vec,deu,0.506465,italo_romance,germanic
ron,deu,0.504064,romance,germanic
fra,hrv,0.502176,romance,slavic
fra,slv,0.501148,romance,slavic
eng,sqi,0.492493,english,albanian
sc,deu,0.492283,italo_romance,germanic
ita,deu,0.487730,italian,germanic
eng,hrv,0.483602,english,slavic
eng,slv,0.478484,english,slavic
glg,deu,0.475372,romance,germanic
por,deu,0.472270,romance,germanic
deu,sqi,0.464711,germanic,albanian
scn,sqi,0.441057,italo_romance,albanian
deu,slv,0.421881,germanic,slavic
deu,hrv,0.408394,germanic,slavic
deu,hun,0.389840,germanic,uralic
cat,hun,0.388284,romance,uralic
por,hun,0.382490,romance,uralic
eng,hun,0.378238,english,uralic
slv,hun,0.374024,slavic,uralic
hrv,hun,0.371943,slavic,uralic
spa,hun,0.371662,romance,uralic
glg,hun,0.371355,romance,uralic
scn,deu,0.363107,italo_romance,germanic
oci,hun,0.353605,romance,uralic
ron,hun,0.346698,romance,uralic
lij,hun,0.337768,italo_romance,uralic
fra,hun,0.330741,romance,uralic
lmo,hun,0.324707,italo_romance,uralic
sc,hun,0.314757,italo_romance,uralic
vec,hun,0.284353,italo_romance,uralic
fur,hun,0.270683,italo_romance,uralic
ita,hun,0.267922,italian,uralic
sqi,hun,0.235540,albanian,uralic
scn,hun,0.233314,italo_romance,uralic
