variety_A,variety_B,mean_similarity,family_A,family_B
por,eng,0.585472,iberian_rom,english
spa,eng,0.574354,iberian_rom,english
ita,eng,0.574290,tuscan,english
fur,hun,0.565210,north_dialects,uralic
lmo,hun,0.563383,north_dialects,uralic
lmo,slv,0.562999,north_dialects,slavic
lmo,hrv,0.561265,north_dialects,slavic
sc,eng,0.559525,south_dialects,english
sc,hrv,0.553260,south_dialects,slavic
lij,deu,0.551478,north_dialects,germanic
deu,eng,0.551182,germanic,english
scn,eng,0.546479,south_dialects,english
sc,slv,0.541275,south_dialects,slavic
fur,hrv,0.539542,north_dialects,slavic
vec,deu,0.536603,north_dialects,germanic
vec,hun,0.533691,north_dialects,uralic
spa,hun,0.533387,iberian_rom,uralic
fur,slv,0.531974,north_dialects,slavic
lmo,deu,0.530274,north_dialects,germanic
cat,hun,0.528488,iberian_rom,uralic
por,hun,0.527870,iberian_rom,uralic
oci,eng,0.524957,gallo_romance,english
fur,deu,0.523799,north_dialects,germanic
sc,hun,0.519714,south_dialects,uralic
scn,slv,0.519427,south_dialects,slavic
scn,hrv,0.519366,south_dialects,slavic
spa,hrv,0.509639,iberian_rom,slavic
por,hrv,0.508776,iberian_rom,slavic
spa,slv,0.508752,iberian_rom,slavic
por,slv,0.508502,iberian_rom,slavic
ita,slv,0.508376,tuscan,slavic
ita,deu,0.502479,tuscan,germanic
ita,hrv,0.500387,tuscan,slavic
sc,deu,0.496762,south_dialects,germanic
cat,hrv,0.492983,iberian_rom,slavic
fra,deu,0.492024,gallo_romance,germanic
eng,slv,0.490622,english,slavic
scn,hun,0.489704,south_dialects,uralic
ita,hun,0.488650,tuscan,uralic
eng,hun,0.487778,english,uralic
por,deu,0.485670,iberian_rom,germanic
scn,deu,0.484700,south_dialects,germanic
cat,slv,0.484456,iberian_rom,slavic
cat,deu,0.483722,iberian_rom,germanic
fra,hun,0.482221,gallo_romance,uralic
spa,deu,0.480524,iberian_rom,germanic
eng,hrv,0.475427,english,slavic
fra,slv,0.474087,gallo_romance,slavic
oci,hun,0.473989,gallo_romance,uralic
fra,hrv,0.466936,gallo_romance,slavic
oci,slv,0.446124,gallo_romance,slavic
deu,hun,0.438884,germanic,uralic
oci,hrv,0.431517,gallo_romance,slavic
deu,slv,0.428371,germanic,slavic
oci,deu,0.422293,gallo_romance,germanic
slv,hun,0.415329,slavic,uralic
deu,hrv,0.406002,germanic,slavic
hrv,hun,0.400022,slavic,uralic
